graph,family,n_nodes,n_edges,graph_seed,graph_params,init_seed,stress_seed,instance_id,feat_n,feat_m,feat_density,feat_deg_mean,feat_deg_std,feat_deg_max,feat_n_cc,feat_lcc_ratio,feat_avg_clustering,score_Eades,score_Adaptive-Eades,score_FR,score_KK,best_algo
tree_n150_rep0,tree,150,149,1527967584,random_labeled_tree,10707,10707,tree_n150_rep0|gseed=1527967584,150,149,0.013333333333333334,1.9866666666666666,0.9659997699562644,5.0,1,1.0,0.0,4.211374493926992,38.07104091390033,42.342641478000424,31.80043615927346,Eades
tree_n150_rep0,tree,150,149,1527967584,random_labeled_tree,10708,10708,tree_n150_rep0|gseed=1527967584,150,149,0.013333333333333334,1.9866666666666666,0.9659997699562644,5.0,1,1.0,0.0,5.02065524100074,23.503621017946106,36.780315353316546,31.43944604918341,Eades
tree_n150_rep0,tree,150,149,1527967584,random_labeled_tree,10709,10709,tree_n150_rep0|gseed=1527967584,150,149,0.013333333333333334,1.9866666666666666,0.9659997699562644,5.0,1,1.0,0.0,8.999245106649171,27.42650292035162,38.775428028994064,23.681218435127036,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10800,10800,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,8.733321275487166,32.75225559608713,68.58559192050413,24.404246360295854,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10801,10801,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,6.6658743792889625,33.919719879476986,45.95376920473999,14.671728122176601,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10802,10802,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,8.321396183843468,37.65788906847276,57.790472240926555,27.809466869583762,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10803,10803,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,5.599402376365018,31.405087921980716,41.78573990757643,24.765538602338545,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10804,10804,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,7.614998502947696,21.759471202665527,74.50870337875254,11.611925994488885,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10805,10805,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,6.89507327278964,38.205371148818145,45.87970235032573,14.736811046473122,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10806,10806,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,7.453656528195264,37.03614272572605,69.90871774610677,26.70458184167499,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10807,10807,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,7.874015092245738,34.77592169703032,58.5077159857323,27.968345873446083,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10808,10808,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,9.256526137169049,24.34191744854942,49.294074785335205,27.289297368322977,Eades
tree_n150_rep1,tree,150,149,1527966637,random_labeled_tree,10809,10809,tree_n150_rep1|gseed=1527966637,150,149,0.013333333333333334,1.9866666666666666,0.9450690744890321,5.0,1,1.0,0.0,6.281853639851455,34.37612091659737,57.708686586760855,25.87489622213405,Eades
er_n80_p003_rep0,er,75,101,1509470096,"n=80,p=0.03",10900,10900,er_n80_p003_rep0|gseed=1509470096,75,101,0.0363963963963964,2.6933333333333334,1.496425370303808,7.0,1,1.0,0.028444444444444442,0.7369499770372322,0.5433545316702236,1.1927021600294743,0.5194653545500487,KK
er_n80_p003_rep0,er,75,101,1509470096,"n=80,p=0.03",10901,10901,er_n80_p003_rep0|gseed=1509470096,75,101,0.0363963963963964,2.6933333333333334,1.496425370303808,7.0,1,1.0,0.028444444444444442,0.5730374065779148,0.6577290219704445,1.704854258982573,0.9335614127528049,Eades
